question,votes,tags
Keeping the contentOffset in a UICollectionView while rotating Interface Orientation,74,"ios, objective-c, cocoa-touch, uiscrollview, uicollectionview"
Swift : missing argument label 'xxx' in call,74,"ios, swift"
Encode nil value as null with JSONEncoder,74,"ios, json, swift4, codable"
IOS project showing error “An internal error occurred. Editing functionality may be limited” on xcode 7.1,74,"ios, xcode, cordova, xib, xcode7.1"
"Offline iOS web app: loads my manifest, but doesn't work offline",74,"html, ios, ios4, mobile-safari, offline"
UITextView content inset,73,"ios, objective-c, uiscrollview, uikit"
Localizable.strings - The data couldn’t be read because it isn’t in the correct format,73,"ios, xcode, ios11, localizable.strings"
Xcode 4.1 fatal error: stdlib modified since the precompiled header was built,73,"ios, xcode, compiler-errors"
Move UIView up when the keyboard appears in iOS,73,"objective-c, ios, xcode, uiview, uiviewcontroller"
Color in storyboard not matching UIColor,73,"ios, colors, interface-builder, uistoryboard, uicolor"
Get a list of all contacts on iOS,73,"ios, ios4, abaddressbook"
"conversion from NSTimeInterval to hour,minutes,seconds,milliseconds in swift",73,"ios, swift, nstimeinterval"
Refresh devices in team provisioning profile managed by Xcode 7?,73,"ios, xcode, xcode7, provisioning-profile"
How do I programmatically set device orientation in iOS 7?,73,"ios, xcode, ios7, autolayout, autorotate"
Swift convert unix time to date and time,73,"ios, swift, time"
How to determine the content size of a WKWebView?,73,"ios, objective-c, ios8, wkwebview"
How can I calculate the size of a folder?,73,"ios, iphone, nsfilemanager"
Draw segments from a circle or donut,73,"ios, core-animation, core-graphics"
Finding image type from NSData or UIImage,73,"iphone, ios, uiimage, nsdata, persist"
How do I determine the OS version at runtime in OS X or iOS (without using Gestalt)?,73,"ios, macos, cocoa, macos-carbon"
How do you convert an iPhone OSStatus code to something useful?,73,"ios, macos, cocoa-touch, cocoa, error-handling"
Swift : prepareForSegue with navigation controller,73,"ios, swift, uinavigationcontroller"
remove grey background on link clicked in ios safari / chrome / firefox,73,"ios, css, mobile-safari, mobile-chrome"
How to hide a navigation bar from one particular view controller,73,"ios, cocoa-touch"
Xcode storyboard: Internal error. Please file a bug,73,"ios, xcode, swift, uistoryboard, xcode-storyboard"
How to toggle between .h and .m in Xcode 4,73,"objective-c, xcode, ios"
'+entityForName: nil is not a legal NSManagedObjectContext parameter - Core Data,73,"objective-c, ios, xcode, exception, core-data"
iOS: Using UIView's 'drawRect:' vs. its layer's delegate 'drawLayer:inContext:',73,"iphone, ios, delegates, core-animation"
Xamarin Visual Studio IOS Development Without a Mac?,73,"c#, android, ios, macos, xamarin"
How to Dismiss a Storyboard Popover,73,"ios, objective-c, uipopovercontroller, uibarbuttonitem, uistoryboard"
How to Renew Push Notification Services Certificate [duplicate],73,"ios, apple-push-notifications, app-store-connect"
Could not cast value of type 'NSTaggedPointerString' to 'NSNumber',73,"ios, swift, double, nsjsonserialization"
aps-environment is always development,73,"ios, objective-c, apple-push-notifications"
Closure cannot implicitly capture a mutating self parameter,73,"ios, swift, firebase, swift3, firebase-realtime-database"
Storing authentication tokens on iOS - NSUserDefaults vs Keychain?,73,"ios, objective-c, api, nsuserdefaults, keychain"
Is it possible to make a PhoneGap app for iOS without Mac?,73,"ios, html, cordova"
"iOS app crashes, xcode says 'Lost connection to X's iPhone' when debugging",73,"ios, iphone, xcode, crash"
iOS7 UIModalTransitionStyleFlipHorizontal bounces after transition,73,"ios, cocoa-touch, uiviewcontroller, uinavigationcontroller, uimodaltransitionstyle"
What is an umbrella header?,73,"ios, objective-c"
iPhone / iOS : Presenting HTML 5 Keyboard for Postal Codes,73,"ios, iphone, html, input, keyboard"
ARKit vs. ARCore vs. Vuforia vs. D'Fusion Mobile vs. Layar SDK [closed],73,"android, ios, augmented-reality, arkit, arcore"
Delete all keys from a NSUserDefaults dictionary iOS,72,"ios, objective-c, swift, cocoa-touch, nsuserdefaults"
Date to milliseconds and back to date in Swift,72,"ios, swift, date, time"
Simple way to change the position of UIView?,72,"ios, layout, uiview, frame, cgrect"
Snap to center of a cell when scrolling UICollectionView horizontally,72,"ios, objective-c, uiscrollview, uicollectionview"
Getting an iPhone app's product name at runtime?,72,"ios, iphone"
How Do I detect the orientation of the device on iOS?,72,"ios, objective-c, orientation, uidevice"
UISlider with increments of 5,72,"iphone, ios, uislider"
How to set a mail Subject in UIActivityViewController?,72,"ios, objective-c, email, uiactivityviewcontroller, subject"
iOS 11 navigationItem.titleView Width Not Set,72,"ios, uinavigationcontroller, uinavigationbar, ios11, navigationitem"
"Xcode 4 warning ""Expression result unused” for NSURLConnection",72,"iphone, objective-c, ios, xcode, warnings"
iOS: App is not asking user's permission while installing the app. getting kCLAuthorizationStatusNotDetermined every time - Objective-c & Swift,72,"ios, gps, core-location, cllocationmanager"
Comparing NSDates without time component,72,"ios, time, swift, nsdate, foundation"
Swift enum inheritance,72,"ios, swift, inheritance, enums, rawrepresentable"
UIView's border color in Interface builder doesn't work?,72,"ios, objective-c, swift, cocoa-touch, uiview"
Pass data through segue,72,"ios, iphone, uitableview, swift, detailview"
build failed with: ld: duplicate symbol _OBJC_CLASS_$_Algebra5FirstViewController,72,"objective-c, ios, xcode, ios5.1"
How to invoke iPhone Maps for Directions with Current Location as Start Address,72,"ios, objective-c, google-maps"
UIScrollview getting touch events,72,"objective-c, ios, cocoa-touch, uiscrollview, uitouch"
Using convertPoint to get the relative position inside a parent UIView,72,"ios, objective-c"
Passing through touches to UIViews underneath,72,"iphone, ios, uiview, uiimageview, uitapgesturerecognizer"
null / nil in swift language,72,"ios, swift"
Xcode Missing Support Files iOS 12.2 (16E227),72,"ios, xcode"
Debug ipad safari with a PC,72,"ios, ipad, debugging, mobile-safari"
Possible to handle your own http URL schemes in iOS?,72,"ios, url-scheme"
warning: iPad: Icon-72.png: icon dimensions (0 x 0),72,"objective-c, ios, xcode, ipad"
How to preserve identifierForVendor in ios after uninstalling ios app on device?,72,"ios, uuid, uniqueidentifier, identifier"
Are there APIs for custom vibrations in iOS?,72,"ios, vibration, iphone-vibrate"
When do app sources need to be included in test targets?,72,"ios, objective-c, xcode, unit-testing, xctest"
Detecting Color of iPhone/iPad/iPod touch?,72,"ios, iphone, objective-c, uidevice"
Xcode 6 App Store submission fails with “Your account already has a valid iOS distribution certificate”,72,"ios, xcode, app-store, certificate"
Restrict API requests to only my own mobile app,72,"android, ios, security, mobile"
Saving image to Documents directory and retrieving for email attachment,72,"ios, iphone, email, nsdocument"
"Interface Builder degrades storyboards, resizes and repositions views in small increments",72,"ios, floating-point, xcode6, interface-builder, retina-display"
Class PLBuildVersion is implemented in both/Applications [duplicate],72,"ios, swift, swift3"
How to count occurrences of an element in a Swift array?,71,"ios, arrays, swift, nsarray"
Navigation bar with UIImage for title,71,"ios, cocoa-touch, uiimage, uinavigationbar"
Convert HTML to Plain Text in Swift,71,"ios, swift, uitableview"
How can I add a link for a rate button with swift?,71,"ios, swift, app-store"
iOS 10 bug: UICollectionView received layout attributes for a cell with an index path that does not exist,71,"ios, uicollectionview, ios10, uicollectionviewlayout"
UIView backgroundColor disappears when UITableViewCell is selected,71,"ios, uitableview, uiview, interface-builder"
UIButton not showing highlight on tap in iOS7,71,"iphone, ios, objective-c, uitableview, ios7"
iOS 8 - Screen blank after dismissing view controller with custom presentation,71,"ios, objective-c, cocoa-touch, uikit, ios8"
How to compare two UIImage objects,71,ios
Entitlements file do not match those specified in your provisioning profile.(0xE8008016),71,"ios, iphone, xcode"
Center text vertically in a UITextView,71,"iphone, objective-c, ios, xcode, uitextview"
iPhone 6 and 6 Plus Media Queries,71,"ios, css, media-queries, iphone-6, iphone-6-plus"
"UITableView Footer, Stop from floating over content",71,"ios, uitableview, uikit"
iOS swift remove elements of an array from another array,71,"ios, arrays, swift"
Watchkit AppIcon - The app icon set named “AppIcon” did not have any applicable content,71,"ios, watchkit"
Number of days in the current month using iOS?,71,"ios, datetime, cocoa, cocoa-touch, nscalendar"
How to call a View Controller programmatically?,71,"ios, objective-c, uiviewcontroller, uistoryboard, presentviewcontroller"
How can I tell whether an `NSManagedObject` has been deleted?,71,"core-data, ios, nsmanagedobject"
'Invalid update: invalid number of rows in section 0,71,"ios, objective-c, arrays, nsmutablearray"
How to stop an image from stretching within a UIImageView?,71,"ios, cocoa-touch, uiimageview, uiimage, stretching"
Animating UILabel Font Size Change,71,"iphone, ios, animation, uilabel"
Why Safari shows “No Inspectable Applications” during remote debugging with iOS 6 device?,71,"ios, iphone, ipad, safari, web-inspector"
What is the difference between [Class new] and [[Class alloc] init] in iOS? [duplicate],71,"ios, objective-c, new-operator, allocation, init"
UILabel - string as text and links,71,"iphone, ios, nsstring, uilabel"
UICollectionView adding UICollectionCell,71,"ios, uicollectionview, uicollectionviewcell"
UIButton events. What's the difference?,71,"objective-c, ios, uibutton, ibaction"
How to correctly subclass UIControl?,71,"ios, objective-c, uicontrol"
NSFetchedResultsController with sections created by first letter of a string,71,"iphone, ios, objective-c, core-data"
How to support both iPad and iPhone retina graphics in universal apps,71,"iphone, ios, ipad, retina-display"
Xcode - Error ITMS-90635 - Invalid Mach-O in bundle - submitting to App store,71,"ios, xcode"
Any way to pre populate core data?,71,"ios, iphone, uitableview, core-data, persist"
"How to determine UIWebView height based on content, within a variable height UITableView?",71,"ios, iphone, cocoa-touch, uitableview, uiwebview"
Swift Error: Variable used within its own initial value,71,"ios, swift, ios8, xcode6"
Interface Builder - Failed to load designables from path (null),71,"ios, interface-builder, xcode6, custom-controls, ibdesignable"
setNeedsLayout and setNeedsDisplay,71,"ios, autolayout, setneedsdisplay"
Get the right color in iOS7 translucent navigation bar,71,"ios, colors, uinavigationbar, ios7"
Slow app launch time after updating to iOS 14 and Xcode 12,71,"ios, xcode, ios14, xcode12"
Xcode 6 keeps renaming my app's directory in iOS8 simulator after each run.,71,"ios, objective-c, xcode, ios8, xcode6"
Run iPhone as an iBeacon in the background,71,"ios, bluetooth, bluetooth-lowenergy, ibeacon"
Change UITabBar height,70,"ios, objective-c, uitabbarcontroller, height, uitabbar"
Drawing UIBezierPath on code generated UIView,70,"ios, iphone, objective-c, uiview, uibezierpath"
jQuery click events not working in iOS [duplicate],70,"jquery, ios, css, click, transform"
"An error was encountered while running (Domain = LaunchServicesError, Code = 0) [duplicate]",70,"ios, swift, ios-simulator, xcode6, xcode6-beta6"
IOS - remove ALL padding from UITextView,70,"ios, uitextview, padding"
How can I remove all nil elements in a Swift array?,70,"ios, swift"
Is it possible to opt your iPad app out of multitasking on iOS 9,70,"ios, xcode, ipad, ios9, multitasking"
In iOS13 the status bar background colour is different from the navigation bar in large text mode,70,"ios, storyboard, uistoryboard, ios13"
Switching between Text fields on pressing return key in Swift,70,"ios, swift, uitextfielddelegate"
Cursor not showing up in UITextView,70,"ios, iphone, ipad, uitextfield, uitextview"
Space Between Sections in UITableview,70,"ios, uitableview, swift, layout"
How can you rotate text for UIButton and UILabel in Swift?,70,"ios, swift, uibutton, rotation, uilabel"
Got Unrecognized selector -replacementObjectForKeyedArchiver: crash when implementing NSCoding in Swift,70,"ios, swift, xcode6, nscoding"
iPhone not connected,70,"ios, iphone, xcode"
How can I rearrange UITabBarController items using the Storyboard?,70,"ios, iphone, xcode, storyboard"
